"""log_map""",model,app_version,os_version,rom_version,android_version,1e1434dd98fa2dd9_version,channel,network_id,operators_id,app_name,app_package,event_id,log_tag,server_time,client_time,system_id,sim1_carrier,sim2_carrier,seqno,topic_name,ota_version,dayno,hour,brand,region
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,2,V11.1,PXXX00_11_A.25,11,5.1.19238,ColorOS,UNKNOWN,1,1e1434dd98fa2dd5,10605205cb7ee0b9,launch_time,2016101,1970/01/20 01:32,1970/01/20 01:38,20161,46011,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX00,1,V11.0,PXXX00_11_A.25,11,5.1.19232,Android,UNKNOWN,1,1e1434dd98fa2dd7,10605205cb7ee0b11,launch_time,2016101,1970/01/20 02:43,1970/01/20 05:49,20161,46011,46001,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX00,2,V11.0,PXXX00_11_A.27,12,5.1.19232,Android,UNKNOWN,1,1e1434dd98fa2dd9,10605205cb7ee0b12,launch_time,2016101,1970/01/20 05:26,1970/01/20 07:36,20160,46000,46011,0,os_uni_channel_20160,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX03,3,V11.3,PXXX00_11_A.27,12,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd9,10605205cb7ee0b12,launch_time,2016101,1970/01/20 01:00,1970/01/20 05:10,20161,46011,46001,0,os_uni_channel_20160,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX00,1,V11.0,PXXX00_11_A.26,11,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd8,10605205cb7ee0b9,launch_time,2016101,1970/01/20 06:42,1970/01/20 05:02,20160,46011,46001,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX00,2,V11.0,PXXX00_11_A.26,11,5.1.19238,ColorOS,UNKNOWN,2,1e1434dd98fa2dd5,10605205cb7ee0b11,launch_time,2016101,1970/01/20 01:04,1970/01/20 07:37,20160,46000,46001,0,os_uni_channel_20161,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX00,1,V11.0,PXXX00_11_A.25,11,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd8,10605205cb7ee0b11,launch_time,2016101,1970/01/20 00:43,1970/01/19 23:57,20160,46001,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX00,1,V11.0,PXXX00_11_A.26,12,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd9,10605205cb7ee0b9,launch_time,2016101,1970/01/20 03:04,1970/01/20 01:25,20161,46011,46000,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX02,2,V11.2,PXXX00_11_A.25,11,5.1.19238,ColorOS,UNKNOWN,1,1e1434dd98fa2dd8,10605205cb7ee0b10,launch_time,2016101,1970/01/20 06:29,1970/01/20 07:04,20161,46000,46001,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX03,3,V11.3,PXXX00_11_A.27,12,5.1.19232,ColorOS,UNKNOWN,0,1e1434dd98fa2dd9,10605205cb7ee0b12,launch_time,2016101,1970/01/20 04:40,1970/01/20 05:40,20161,46001,46011,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX02,1,V11.2,PXXX00_11_A.28,12,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd8,10605205cb7ee0b10,launch_time,2016101,1970/01/20 00:02,1970/01/20 06:45,20160,46011,46001,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,2,V11.1,PXXX00_11_A.28,12,5.1.19232,Android,UNKNOWN,1,1e1434dd98fa2dd7,10605205cb7ee0b12,launch_time,2016101,1970/01/20 07:09,1970/01/20 07:08,20160,46011,46000,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,1,V11.2,PXXX00_11_A.26,11,5.1.19238,Android,UNKNOWN,2,1e1434dd98fa2dd8,10605205cb7ee0b9,launch_time,2016101,1970/01/20 06:01,1970/01/20 07:19,20161,46000,46001,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX01,3,V11.1,PXXX00_11_A.25,11,5.1.19232,ColorOS,UNKNOWN,2,1e1434dd98fa2dd9,10605205cb7ee0b12,launch_time,2016101,1970/01/20 05:18,1970/01/20 02:40,20161,46011,46011,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,1,V11.2,PXXX00_11_A.25,11,5.1.19232,Android,UNKNOWN,1,1e1434dd98fa2dd7,10605205cb7ee0b11,launch_time,2016101,1970/01/20 04:22,1970/01/20 05:09,20161,46000,46001,0,os_uni_channel_20160,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX03,1,V11.3,PXXX00_11_A.26,12,5.1.19238,ColorOS,UNKNOWN,2,1e1434dd98fa2dd7,10605205cb7ee0b9,launch_time,2016101,1970/01/20 02:18,1970/01/20 00:19,20160,46011,46011,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX03,1,V11.3,PXXX00_11_A.26,11,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd8,10605205cb7ee0b9,launch_time,2016101,1970/01/20 01:02,1970/01/20 00:40,20161,46000,46011,0,os_uni_channel_20161,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX03,1,V11.3,PXXX00_11_A.27,11,5.1.19238,ColorOS,UNKNOWN,1,1e1434dd98fa2dd9,10605205cb7ee0b9,launch_time,2016101,1970/01/20 02:19,1970/01/20 04:22,20160,46011,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,1,V11.2,PXXX00_11_A.26,11,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd8,10605205cb7ee0b11,launch_time,2016101,1970/01/20 06:50,1970/01/20 01:53,20160,46000,46000,0,os_uni_channel_20161,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,3,V11.2,PXXX00_11_A.25,11,5.1.19232,ColorOS,UNKNOWN,0,1e1434dd98fa2dd5,10605205cb7ee0b12,launch_time,2016101,1970/01/20 04:10,1970/01/20 02:29,20160,46001,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX03,1,V11.1,PXXX00_11_A.28,12,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd8,10605205cb7ee0b11,launch_time,2016101,1970/01/20 04:24,1970/01/20 00:43,20160,46001,46011,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,3,V11.2,PXXX00_11_A.25,11,5.1.19232,ColorOS,UNKNOWN,2,1e1434dd98fa2dd5,10605205cb7ee0b9,launch_time,2016101,1970/01/20 01:30,1970/01/20 06:56,20160,46011,46011,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,2,V11.2,PXXX00_11_A.27,12,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd5,10605205cb7ee0b12,launch_time,2016101,1970/01/20 07:40,1970/01/20 03:08,20161,46001,46000,0,os_uni_channel_20161,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX01,1,V11.1,PXXX00_11_A.27,12,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd7,10605205cb7ee0b9,launch_time,2016101,1970/01/20 05:40,1970/01/19 23:51,20160,46000,46001,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX03,3,V11.3,PXXX00_11_A.26,11,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd9,10605205cb7ee0b12,launch_time,2016101,1970/01/20 00:22,1970/01/19 23:45,20160,46000,46001,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX00,2,V11.0,PXXX00_11_A.27,12,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd6,10605205cb7ee0b12,launch_time,2016101,1970/01/20 07:17,1970/01/20 04:29,20161,46001,46000,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX02,1,V11.2,PXXX00_11_A.25,12,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd8,10605205cb7ee0b9,launch_time,2016101,1970/01/20 04:05,1970/01/20 01:14,20161,46000,46011,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX02,1,V11.2,PXXX00_11_A.27,12,5.1.19238,Android,UNKNOWN,0,1e1434dd98fa2dd8,10605205cb7ee0b9,launch_time,2016101,1970/01/20 05:18,1970/01/20 04:37,20160,46001,46001,0,os_uni_channel_20160,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX02,1,V11.2,PXXX00_11_A.28,12,5.1.19238,ColorOS,UNKNOWN,1,1e1434dd98fa2dd7,10605205cb7ee0b9,launch_time,2016101,1970/01/19 23:05,1970/01/20 07:02,20161,46000,46001,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX00,2,V11.0,PXXX00_11_A.27,12,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd8,10605205cb7ee0b10,launch_time,2016101,1970/01/20 02:05,1970/01/19 23:38,20161,46011,46000,0,os_uni_channel_20161,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX03,3,V11.3,PXXX00_11_A.26,11,5.1.19238,ColorOS,UNKNOWN,2,1e1434dd98fa2dd9,10605205cb7ee0b12,launch_time,2016101,1970/01/20 02:36,1970/01/20 03:02,20161,46000,46000,0,os_uni_channel_20161,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,2,V11.2,PXXX00_11_A.27,12,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd6,10605205cb7ee0b11,launch_time,2016101,1970/01/20 07:28,1970/01/19 23:52,20161,46011,46001,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX02,3,V11.2,PXXX00_11_A.27,12,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd9,10605205cb7ee0b9,launch_time,2016101,1970/01/19 23:05,1970/01/20 05:27,20161,46001,46001,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,3,V11.1,PXXX00_11_A.25,11,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd9,10605205cb7ee0b12,launch_time,2016101,1970/01/20 04:02,1970/01/19 23:22,20160,46011,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX01,3,V11.1,PXXX00_11_A.26,11,5.1.19232,ColorOS,UNKNOWN,0,1e1434dd98fa2dd5,10605205cb7ee0b12,launch_time,2016101,1970/01/20 00:00,1970/01/19 23:57,20160,46011,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX01,3,V11.1,PXXX00_11_A.25,11,5.1.19238,ColorOS,UNKNOWN,2,1e1434dd98fa2dd5,10605205cb7ee0b12,launch_time,2016101,1970/01/20 04:26,1970/01/20 07:46,20161,46001,46000,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX00,1,V11.0,PXXX00_11_A.26,11,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd8,10605205cb7ee0b11,launch_time,2016101,1970/01/20 01:04,1970/01/20 07:35,20160,46011,46000,0,os_uni_channel_20161,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,3,V11.1,PXXX00_11_A.25,11,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd6,10605205cb7ee0b11,launch_time,2016101,1970/01/19 23:43,1970/01/20 05:32,20161,46000,46001,0,os_uni_channel_20160,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,1,V11.2,PXXX00_11_A.27,12,5.1.19232,ColorOS,UNKNOWN,1,1e1434dd98fa2dd8,10605205cb7ee0b9,launch_time,2016101,1970/01/20 04:47,1970/01/20 04:58,20160,46011,46000,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,2,V11.1,PXXX00_11_A.28,12,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd6,10605205cb7ee0b10,launch_time,2016101,1970/01/20 03:41,1970/01/20 00:33,20161,46000,46011,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,1,V11.1,PXXX00_11_A.26,11,5.1.19238,ColorOS,UNKNOWN,2,1e1434dd98fa2dd7,10605205cb7ee0b9,launch_time,2016101,1970/01/20 01:23,1970/01/20 01:56,20160,46000,46000,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX03,1,V11.3,PXXX00_11_A.28,12,5.1.19232,Android,UNKNOWN,1,1e1434dd98fa2dd8,10605205cb7ee0b10,launch_time,2016101,1970/01/19 23:44,1970/01/19 23:45,20161,46000,46001,0,os_uni_channel_20160,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX00,3,V11.0,PXXX00_11_A.25,11,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd8,10605205cb7ee0b12,launch_time,2016101,1970/01/20 05:24,1970/01/20 03:39,20160,46001,46000,0,os_uni_channel_20160,PXXX00_11.A.25_0250_202106240033,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,2,V11.2,PXXX00_11_A.27,11,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd5,10605205cb7ee0b10,launch_time,2016101,1970/01/20 01:42,1970/01/20 04:53,20161,46000,46011,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX03,3,V11.3,PXXX00_11_A.28,12,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd9,10605205cb7ee0b12,launch_time,2016101,1970/01/19 23:42,1970/01/20 07:16,20160,46001,46001,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX00,1,V11.0,PXXX00_11_A.25,11,5.1.19238,ColorOS,UNKNOWN,2,1e1434dd98fa2dd9,10605205cb7ee0b11,launch_time,2016101,1970/01/20 03:35,1970/01/20 06:17,20160,46000,46011,0,os_uni_channel_20160,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX00,2,V11.0,PXXX00_11_A.25,11,5.1.19232,ColorOS,UNKNOWN,2,1e1434dd98fa2dd5,10605205cb7ee0b11,launch_time,2016101,1970/01/19 23:55,1970/01/20 02:51,20161,46000,46000,0,os_uni_channel_20161,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX00,3,V11.0,PXXX00_11_A.28,12,5.1.19238,ColorOS,UNKNOWN,1,1e1434dd98fa2dd9,10605205cb7ee0b12,launch_time,2016101,1970/01/20 05:50,1970/01/20 02:22,20161,46001,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX03,2,V11.0,PXXX00_11_A.27,12,5.1.19232,ColorOS,UNKNOWN,2,1e1434dd98fa2dd6,10605205cb7ee0b12,launch_time,2016101,1970/01/20 06:42,1970/01/20 04:15,20161,46001,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,1,V11.2,PXXX00_11_A.28,12,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd7,10605205cb7ee0b9,launch_time,2016101,1970/01/20 07:17,1970/01/20 00:14,20161,46000,46011,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX02,3,V11.2,PXXX00_11_A.27,12,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd6,10605205cb7ee0b12,launch_time,2016101,1970/01/20 00:41,1970/01/20 03:46,20161,46000,46001,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX02,1,V11.2,PXXX00_11_A.27,12,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd8,10605205cb7ee0b9,launch_time,2016101,1970/01/20 03:03,1970/01/19 23:45,20161,46001,46011,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX03,2,V11.3,PXXX00_11_A.25,11,5.1.19232,ColorOS,UNKNOWN,0,1e1434dd98fa2dd5,10605205cb7ee0b12,launch_time,2016101,1970/01/20 06:47,1970/01/20 01:43,20161,46001,46000,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX00,1,V11.0,PXXX00_11_A.25,11,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd6,10605205cb7ee0b9,launch_time,2016101,1970/01/20 04:55,1970/01/20 02:57,20160,46000,46000,0,os_uni_channel_20160,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX02,3,V11.2,PXXX00_11_A.25,11,5.1.19238,ColorOS,UNKNOWN,2,1e1434dd98fa2dd5,10605205cb7ee0b12,launch_time,2016101,1970/01/20 07:42,1970/01/20 07:17,20160,46011,46000,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX01,3,V11.1,PXXX00_11_A.28,12,5.1.19238,ColorOS,UNKNOWN,0,1e1434dd98fa2dd9,10605205cb7ee0b12,launch_time,2016101,1970/01/19 23:16,1970/01/20 05:33,20161,46000,46000,0,os_uni_channel_20161,PXXX00_11.A.26_0260_202108231255,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX03,3,V11.2,PXXX00_11_A.26,11,5.1.19238,ColorOS,UNKNOWN,2,1e1434dd98fa2dd9,10605205cb7ee0b11,launch_time,2016101,1970/01/20 03:05,1970/01/20 04:01,20161,46011,46001,0,os_uni_channel_20160,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX00,2,V11.0,PXXX00_11_A.25,11,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd5,10605205cb7ee0b12,launch_time,2016101,1970/01/20 02:49,1970/01/20 03:21,20160,46001,46011,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":4,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX03,1,V11.3,PXXX00_11_A.25,12,5.1.19232,ColorOS,UNKNOWN,2,1e1434dd98fa2dd6,10605205cb7ee0b10,launch_time,2016101,1970/01/20 03:09,1970/01/19 23:43,20160,46000,46001,0,os_uni_channel_20161,PXXX00_11.A.27_0270_202110131940,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX03,3,V11.3,PXXX00_11_A.27,12,5.1.19232,Android,UNKNOWN,2,1e1434dd98fa2dd5,10605205cb7ee0b12,launch_time,2016101,1970/01/20 04:31,1970/01/19 23:54,20160,46000,46011,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":8,""ota_version"":""PXXX0020139_11.A.25_0250_202108241641""}",PXXX01,1,V11.1,PXXX00_11_A.27,12,5.1.19232,Android,UNKNOWN,0,1e1434dd98fa2dd7,10605205cb7ee0b9,launch_time,2016101,1970/01/20 02:58,1970/01/19 23:07,20160,46011,46000,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX01,2,V11.1,PXXX00_11_A.28,12,5.1.19232,Android,UNKNOWN,1,1e1434dd98fa2dd6,10605205cb7ee0b11,launch_time,2016101,1970/01/20 00:24,1970/01/19 23:12,20160,46011,46001,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
"{""skip"":""56-107-23005"",""totalmemory"":12,""ota_version"":""PXXX00_11.A.26_0260_202108231255""}",PXXX00,1,V11.0,PXXX00_11_A.25,11,5.1.19238,Android,UNKNOWN,1,1e1434dd98fa2dd8,10605205cb7ee0b11,launch_time,2016101,1970/01/20 05:27,1970/01/20 00:09,20160,46001,46001,0,os_uni_channel_20161,PXXX0020139_11.A.25_0250_202108241641,20211105,9,OPPO,CN
